"o","text","annotation","term","annotation2","term2"
"https://www.ncbi.nlm.nih.gov/pubmed/31282806a10","Some of the identified miRNAs, such as &gt;i&lt;miRNA-27b-3p&gt;/i&lt; and &gt;i&lt;miRNA-200a-3p&gt;/i&lt;, are known to be responsive to hyperglycemia in the liver of hyperglycemic glucose-tolerant fish and mammals, suggesting an evolutionary conserved regulation.","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b16","hyperglycemic"
"https://www.ncbi.nlm.nih.gov/pubmed/31282806a10","Some of the identified miRNAs, such as &gt;i&lt;miRNA-27b-3p&gt;/i&lt; and &gt;i&lt;miRNA-200a-3p&gt;/i&lt;, are known to be responsive to hyperglycemia in the liver of hyperglycemic glucose-tolerant fish and mammals, suggesting an evolutionary conserved regulation.","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b15","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/31282806a10","Some of the identified miRNAs, such as &gt;i&lt;miRNA-27b-3p&gt;/i&lt; and &gt;i&lt;miRNA-200a-3p&gt;/i&lt;, are known to be responsive to hyperglycemia in the liver of hyperglycemic glucose-tolerant fish and mammals, suggesting an evolutionary conserved regulation.","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31282806a10b4","hyperglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/31323006a7","Somatometric evaluations, nutrient intake, glucose, lipids, insulin and FGF21 serum levels were measured in the obesity group.","https://www.ncbi.nlm.nih.gov/pubmed/31323006a7b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31323006a7b9","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/31677208a10","It remains to be determined if Late-peak glucose predicts the future development of type 2 diabetes in these high-risk youth.","https://www.ncbi.nlm.nih.gov/pubmed/31677208a10b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31677208a10b5","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32204977t1","A low-carbohydrate protein-rich bedtime snack to control fasting and nocturnal glucose in type 2 diabetes: A randomized trial","https://www.ncbi.nlm.nih.gov/pubmed/32204977t1b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32204977t1b7","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/33151971a5","Between 27 and 28 weeks of pregnancy, participants had an oral glucose (75 g) tolerance test (OGTT), and GDM diagnosis was based on diagnostic criteria recommended by the International Association of Diabetes and Pregnancy Study Groups (IADPSG), with 159 women having a diagnosis of GDM.","https://www.ncbi.nlm.nih.gov/pubmed/33151971a5b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33151971a5b11","Diabetes and Pregnancy"
"https://www.ncbi.nlm.nih.gov/pubmed/32086244a8","Eight weeks of WD accelerated liver pyruvate cycling, and 20 weeks of WD extensively upregulated liver glucose and oxidative metabolism assessed by &gt;sup&lt;2&gt;/sup&lt;H/&gt;sup&lt;13&gt;/sup&lt;C flux analysis.","https://www.ncbi.nlm.nih.gov/pubmed/32086244a8b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32086244a8b14","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/32086244a8","Eight weeks of WD accelerated liver pyruvate cycling, and 20 weeks of WD extensively upregulated liver glucose and oxidative metabolism assessed by &gt;sup&lt;2&gt;/sup&lt;H/&gt;sup&lt;13&gt;/sup&lt;C flux analysis.","https://www.ncbi.nlm.nih.gov/pubmed/32086244a8b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32086244a8b12","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/34044180a5","Lowering of BCAA and branched-chain ketoacid (BCKA) levels by feeding BCAA-restricted diet or by the activation of the rate-limiting enzyme in BCAA catabolism, branched-chain ketoacid dehydrogenase (BCKDH), in rodent models of obesity have clear salutary effects on glucose and lipid homeostasis, but BCAA restriction has more modest effects in short-term studies in human T2D subjects.","https://www.ncbi.nlm.nih.gov/pubmed/34044180a5b18","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34044180a5b15","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/34039690a14","Conclusion:                    We provide evidence that CGM, combined with a protocol for adjusting glucose infusion, can effectively reduce the episodes of dysglycaemia and increase the percentage of time spent in euglycaemia in very low birthweight infants receiving PN in the first week of life.","https://www.ncbi.nlm.nih.gov/pubmed/34039690a14b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34039690a14b10","very low birthweight infants"
"https://www.ncbi.nlm.nih.gov/pubmed/34039690a14","Conclusion:                    We provide evidence that CGM, combined with a protocol for adjusting glucose infusion, can effectively reduce the episodes of dysglycaemia and increase the percentage of time spent in euglycaemia in very low birthweight infants receiving PN in the first week of life.","https://www.ncbi.nlm.nih.gov/pubmed/34039690a14b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34039690a14b14","dysglycaemia"
"https://www.ncbi.nlm.nih.gov/pubmed/32699114a2","Introduction:                    Compare cost of the interstitial liquid glucose flash monitoring (FM) system (FreeStyle Libre 2) versus self-monitoring of blood glucose (SMBG) in adults with type 1 diabetes mellitus (T1DM) in Spain.","https://www.ncbi.nlm.nih.gov/pubmed/32699114a2b2","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32699114a2b9","diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/31107970a30","Amino acid with dextrose versus dextrose: based on two studies with 104 participants, we are very uncertain whether amino acids reduce postoperative complications (very low-quality evidence).","https://www.ncbi.nlm.nih.gov/pubmed/31107970a30b3","dextrose","https://www.ncbi.nlm.nih.gov/pubmed/31107970a30b9","postoperative complications"
"https://www.ncbi.nlm.nih.gov/pubmed/30829136t1","The Association between Fish Consumption and Risk of Metabolic Syndrome in Adults: Tehran Lipid and Glucose Study","https://www.ncbi.nlm.nih.gov/pubmed/30829136t1b8","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/30829136t1b5","Metabolic Syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/33542440a12","In the ROC curve, AhRT activity had 70.9% sensitivity and 90.0% specificity for glucose-50, a GDM screening method.","https://www.ncbi.nlm.nih.gov/pubmed/33542440a12b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33542440a12b3","sensitivity"
"https://www.ncbi.nlm.nih.gov/pubmed/33097060t1","Worldwide inertia to the use of cardiorenal protective glucose-lowering drugs (SGLT2i and GLP-1 RA) in high-risk patients with type 2 diabetes","https://www.ncbi.nlm.nih.gov/pubmed/33097060t1b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33097060t1b6","RA"
"https://www.ncbi.nlm.nih.gov/pubmed/33097060t1","Worldwide inertia to the use of cardiorenal protective glucose-lowering drugs (SGLT2i and GLP-1 RA) in high-risk patients with type 2 diabetes","https://www.ncbi.nlm.nih.gov/pubmed/33097060t1b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33097060t1b10","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32803871a9","Maternal glucose, insulin, insulin resistance (HOMA-IR), total cholesterol (TC), low-density lipoproteins (LDL), high-density lipoproteins (HDL), and triglycerides (TG) were analyzed.","https://www.ncbi.nlm.nih.gov/pubmed/32803871a9b1","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32803871a9b3","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/32533229a3","Muscle, liver and glycogen metabolism can be normal in athletes with diabetes with good overall glucose management, and exercise performance can be facilitated by modifications to insulin dose and nutrition.","https://www.ncbi.nlm.nih.gov/pubmed/32533229a3b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32533229a3b4","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32533229a3","Muscle, liver and glycogen metabolism can be normal in athletes with diabetes with good overall glucose management, and exercise performance can be facilitated by modifications to insulin dose and nutrition.","https://www.ncbi.nlm.nih.gov/pubmed/32533229a3b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32533229a3b13","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/33813244t1","Lower versus standard sucrose dose for treating hypoglycemia in patients with type 1 diabetes mellitus in therapy with predictive low glucose suspend (PLGS) augmented insulin pumps: A randomized crossover trial in Santiago, Chile","https://www.ncbi.nlm.nih.gov/pubmed/33813244t1b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33813244t1b7","diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/33813244t1","Lower versus standard sucrose dose for treating hypoglycemia in patients with type 1 diabetes mellitus in therapy with predictive low glucose suspend (PLGS) augmented insulin pumps: A randomized crossover trial in Santiago, Chile","https://www.ncbi.nlm.nih.gov/pubmed/33813244t1b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33813244t1b4","hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/34206894a6","Our main observations are: (i) metastatic VM-M3 cancer cells massively ingest melanin nanoparticles (mNPs); (ii) the observed ingestion is enhanced by coating mNPs with glucose; (iii) after a certain level of mNP ingestion, the metastatic cancer cells studied here are observed to die-glucose coating appears to slow that process; (iv) cells that accumulate mNPs are much more susceptible to killing by laser illumination than cells that do not accumulate mNPs; and (v) non-metastatic VM-NM1 cancer cells also studied in this work do not ingest the mNPs, and remain unaffected after receiving identical optical energy levels and doses.","https://www.ncbi.nlm.nih.gov/pubmed/34206894a6b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34206894a6b11","metastatic cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/34285526a4","Methods:                    Cross-sectional analysis of 201 mother-child pairs originating from the Finnish Gestational Diabetes Prevention Study (RADIEL) longitudinal cohort was done at child age 6.1 ± 0.5 years with assessments of ideal cardiovascular health (BMI, blood pressure, fasting glucose, total cholesterol, diet quality, physical activity, smoking), body composition, very-high frequency ultrasound of carotid arteries (25 and 35 MHz), and pulse wave velocity.","https://www.ncbi.nlm.nih.gov/pubmed/34285526a4b16","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34285526a4b6","Gestational Diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32204977a2","In type 2 diabetes, liver insulin resistance and excess hepatic glucose production results in elevated fasting glucose.","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b1","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32204977a2","In type 2 diabetes, liver insulin resistance and excess hepatic glucose production results in elevated fasting glucose.","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b2","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/32204977a2","In type 2 diabetes, liver insulin resistance and excess hepatic glucose production results in elevated fasting glucose.","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b3","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32204977a2b6","liver"
"https://www.ncbi.nlm.nih.gov/pubmed/32555343a6","Continuous glucose monitoring tests revealed that our device not only normalizes average glucose level of rats, but also markedly ameliorates the fluctuations over timescale of a day without inducing hypoglycemia.","https://www.ncbi.nlm.nih.gov/pubmed/32555343a6b1","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32555343a6b11","hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/31652917a16","This mechanism is altered by obesity and is differently modulated by macronutrients, suggesting a larger contribution of glucose to stressful postprandial responses.","https://www.ncbi.nlm.nih.gov/pubmed/31652917a16b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31652917a16b2","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/33745460a9","HDL-cholesterol and adiponectin levels were increased, and levels of glucose, insulin, TAG, and 8-epi-PGF2α and the homoeostasis model assessment of insulin resistance (IR) index value decreased at 12 weeks compared with baseline in the LD.","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b6","TAG"
"https://www.ncbi.nlm.nih.gov/pubmed/33745460a9","HDL-cholesterol and adiponectin levels were increased, and levels of glucose, insulin, TAG, and 8-epi-PGF2α and the homoeostasis model assessment of insulin resistance (IR) index value decreased at 12 weeks compared with baseline in the LD.","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b9","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/33745460a9","HDL-cholesterol and adiponectin levels were increased, and levels of glucose, insulin, TAG, and 8-epi-PGF2α and the homoeostasis model assessment of insulin resistance (IR) index value decreased at 12 weeks compared with baseline in the LD.","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33745460a9b7","epi"
"https://www.ncbi.nlm.nih.gov/pubmed/32345699a2","Introduction:                    There are beneficial effects of advanced carbohydrate counting with an automatic bolus calculator (ABC) and intermittently scanned continuous glucose monitoring (isCGM) in persons with type 1 diabetes.","https://www.ncbi.nlm.nih.gov/pubmed/32345699a2b7","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32345699a2b11","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/31777280t1","Continuous Glucose Monitoring in General Wards for Prevention of Hypoglycemia: Results From the Glucose Telemetry System Pilot Study","https://www.ncbi.nlm.nih.gov/pubmed/31777280t1b5","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/31777280t1b4","Hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/32472191a12","In univariate analysis, characteristics prior to admission significantly associated with the primary outcome were sex, BMI and previous treatment with renin-angiotensin-aldosterone system (RAAS) blockers, but not age, type of diabetes, HbA&gt;sub&lt;1c&gt;/sub&lt;, diabetic complications or glucose-lowering therapies.","https://www.ncbi.nlm.nih.gov/pubmed/32472191a12b15","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32472191a12b10","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/32472191a12","In univariate analysis, characteristics prior to admission significantly associated with the primary outcome were sex, BMI and previous treatment with renin-angiotensin-aldosterone system (RAAS) blockers, but not age, type of diabetes, HbA&gt;sub&lt;1c&gt;/sub&lt;, diabetic complications or glucose-lowering therapies.","https://www.ncbi.nlm.nih.gov/pubmed/32472191a12b15","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32472191a12b14","diabetic complications"
"https://www.ncbi.nlm.nih.gov/pubmed/31694610t1","The association of dietary patterns and adherence to WHO healthy diet with metabolic syndrome in children and adolescents: Tehran lipid and glucose study","https://www.ncbi.nlm.nih.gov/pubmed/31694610t1b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31694610t1b5","metabolic syndrome"
"https://www.ncbi.nlm.nih.gov/pubmed/32955169a2","Background:                    Hypoglycemia in cystic fibrosis (CF), in the absence of glucose-lowering therapies, has long been identified as an important issue in the management of CF.","https://www.ncbi.nlm.nih.gov/pubmed/32955169a2b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32955169a2b2","cystic fibrosis"
"https://www.ncbi.nlm.nih.gov/pubmed/32955169a2","Background:                    Hypoglycemia in cystic fibrosis (CF), in the absence of glucose-lowering therapies, has long been identified as an important issue in the management of CF.","https://www.ncbi.nlm.nih.gov/pubmed/32955169a2b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32955169a2b1","Hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/34153478a5","MeSH terms used were obesity, body weight, body mass index, adipose tissue, lipid metabolism, LDL, HDL, VLDL, insulin resistance, glucose, insulin, hypertension, arterial pressure, olive oil, oleic acid, and other (non-MeSH) terms: total antioxidant capacity, total antioxidant status, hydroxytyrosol'(PROSPERO ID: CRD42021247614).","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b12","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b3","obesity"
"https://www.ncbi.nlm.nih.gov/pubmed/34153478a5","MeSH terms used were obesity, body weight, body mass index, adipose tissue, lipid metabolism, LDL, HDL, VLDL, insulin resistance, glucose, insulin, hypertension, arterial pressure, olive oil, oleic acid, and other (non-MeSH) terms: total antioxidant capacity, total antioxidant status, hydroxytyrosol'(PROSPERO ID: CRD42021247614).","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b12","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b14","hypertension"
"https://www.ncbi.nlm.nih.gov/pubmed/34153478a5","MeSH terms used were obesity, body weight, body mass index, adipose tissue, lipid metabolism, LDL, HDL, VLDL, insulin resistance, glucose, insulin, hypertension, arterial pressure, olive oil, oleic acid, and other (non-MeSH) terms: total antioxidant capacity, total antioxidant status, hydroxytyrosol'(PROSPERO ID: CRD42021247614).","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b12","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34153478a5b11","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/32955169a6","Hypoglycemia on OGTT was defined as mild (glucose 3.4-3.9 mmol/L), moderate (glucose 3.1-3.3 mmol/L), and severe (glucose ≤ 3 mmol/L).","https://www.ncbi.nlm.nih.gov/pubmed/32955169a6b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32955169a6b1","Hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/32944759t1","Genome-Wide Association Analysis of Pancreatic Beta-Cell Glucose Sensitivity","https://www.ncbi.nlm.nih.gov/pubmed/32944759t1b3","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/32944759t1b4","Sensitivity"
"https://www.ncbi.nlm.nih.gov/pubmed/32955169a6","Hypoglycemia on OGTT was defined as mild (glucose 3.4-3.9 mmol/L), moderate (glucose 3.1-3.3 mmol/L), and severe (glucose ≤ 3 mmol/L).","https://www.ncbi.nlm.nih.gov/pubmed/32955169a6b7","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32955169a6b1","Hypoglycemia"
"https://www.ncbi.nlm.nih.gov/pubmed/33917734a8","There may be benefits in giving the supplement with rather than between meals, to achieve protein intakes above the effective anabolic threshold with lower supplement doses, and have favourable effects on food-induced blood glucose increases in older people with, or at risk of developing, type 2 diabetes mellitus; combined protein and glucose drinks lower blood glucose compared with glucose alone in older people.","https://www.ncbi.nlm.nih.gov/pubmed/33917734a8b15","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33917734a8b13","type 2 diabetes mellitus"
"https://www.ncbi.nlm.nih.gov/pubmed/34384849a5","The effects of 30 days SPX treatment of mice with experimentally induced obesity (DIO) or type 2 diabetes (T2DM) on serum glucose and lipid levels, insulin sensitivity and hormonal profile (insulin, glucagon, adiponectin, leptin, TNF alpha, IL-6 and IL-1β) are characterized.","https://www.ncbi.nlm.nih.gov/pubmed/34384849a5b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34384849a5b7","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/30822279a2","Phenotypic biomarkers (e.g. cholesterol, weight, and glucose) are important to diagnose and treat diseases associated with aging.","https://www.ncbi.nlm.nih.gov/pubmed/30822279a2b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/30822279a2b6","diseases"
"https://www.ncbi.nlm.nih.gov/pubmed/32483367t1","Effects of Glucose Deprivation on ATP and Proteoglycan Production of Intervertebral Disc Cells under Hypoxia","https://www.ncbi.nlm.nih.gov/pubmed/32483367t1b2","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/32483367t1b8","Hypoxia"
"https://www.ncbi.nlm.nih.gov/pubmed/31120008a4","We evaluated the associations between serum 25(OH)D and multiple measurements of adiposity, serum lipid concentrations, fasting glucose and insulin resistance in children aged 6-18 years with adjustments for multiple covariates.","https://www.ncbi.nlm.nih.gov/pubmed/31120008a4b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31120008a4b6","adiposity"
"https://www.ncbi.nlm.nih.gov/pubmed/31120008a4","We evaluated the associations between serum 25(OH)D and multiple measurements of adiposity, serum lipid concentrations, fasting glucose and insulin resistance in children aged 6-18 years with adjustments for multiple covariates.","https://www.ncbi.nlm.nih.gov/pubmed/31120008a4b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31120008a4b10","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/31721287a3","Methods:                    In a cross-sectional study, 3106 participants without known diabetes underwent a 75-g oral glucose tolerance test (fasting glucose and 2-h glucose) and a 50-g glucose challenge test (1-h glucose) on separate days.","https://www.ncbi.nlm.nih.gov/pubmed/31721287a3b7","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31721287a3b4","diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/31353563t1","Raffia palm (Raphia hookeri) wine inhibits glucose diffusion; improves antioxidative activities; and modulates dysregulated pathways and metabolites in oxidative pancreatic injury","https://www.ncbi.nlm.nih.gov/pubmed/31353563t1b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31353563t1b8","pancreatic injury"
"https://www.ncbi.nlm.nih.gov/pubmed/34206894a6","Our main observations are: (i) metastatic VM-M3 cancer cells massively ingest melanin nanoparticles (mNPs); (ii) the observed ingestion is enhanced by coating mNPs with glucose; (iii) after a certain level of mNP ingestion, the metastatic cancer cells studied here are observed to die-glucose coating appears to slow that process; (iv) cells that accumulate mNPs are much more susceptible to killing by laser illumination than cells that do not accumulate mNPs; and (v) non-metastatic VM-NM1 cancer cells also studied in this work do not ingest the mNPs, and remain unaffected after receiving identical optical energy levels and doses.","https://www.ncbi.nlm.nih.gov/pubmed/34206894a6b13","glucose","https://www.ncbi.nlm.nih.gov/pubmed/34206894a6b11","metastatic cancer"
"https://www.ncbi.nlm.nih.gov/pubmed/32028646a6","Before and after the dietary intervention, all patients had the following measurements recorded: body mass, waist circumference, stage of steatosis, fatty liver index, liver enzymes, lipid parameters, insulin and glucose.","https://www.ncbi.nlm.nih.gov/pubmed/32028646a6b14","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32028646a6b8","fatty liver"
"https://www.ncbi.nlm.nih.gov/pubmed/32028646a6","Before and after the dietary intervention, all patients had the following measurements recorded: body mass, waist circumference, stage of steatosis, fatty liver index, liver enzymes, lipid parameters, insulin and glucose.","https://www.ncbi.nlm.nih.gov/pubmed/32028646a6b14","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32028646a6b15","steatosis"
"https://www.ncbi.nlm.nih.gov/pubmed/32468732a5","Rodent studies in which the circadian clock is disrupted in skeletal muscle demonstrate impaired glucose handling and insulin resistance.","https://www.ncbi.nlm.nih.gov/pubmed/32468732a5b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32468732a5b6","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/32398351a4","Point-of-care glucose values during the last 24 hours of hospitalization were extracted to calculate GV (measured as SD and coefficient of variation (CV)).","https://www.ncbi.nlm.nih.gov/pubmed/32398351a4b2","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32398351a4b6","SD"
"https://www.ncbi.nlm.nih.gov/pubmed/30781348t1","Requirements of an Application to Monitor Diet, Physical Activity and Glucose Values in Patients with Type 2 Diabetes: The Diameter","https://www.ncbi.nlm.nih.gov/pubmed/30781348t1b5","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/30781348t1b9","Diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/33292338a11","Participant re-stratification found greater total and central adiposity, worse clinical lipid profiles, higher serum glucoregulatory peptides and liver enzymes in normal fasting glucose (NFG) individuals with a prediabetic metabolomic profile than NFG individuals with a normoglycaemic metabolomic profile in both ethnicities.","https://www.ncbi.nlm.nih.gov/pubmed/33292338a11b8","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33292338a11b3","adiposity"
"https://www.ncbi.nlm.nih.gov/pubmed/33727293a7","Early recognition of the problem, with timely and careful fluid, electrolyte, glucose and vitamin replacement is needed to avoid complications.","https://www.ncbi.nlm.nih.gov/pubmed/33727293a7b5","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33727293a7b8","complications"
"https://www.ncbi.nlm.nih.gov/pubmed/30945772a3","In the current study, 10 different Y. lipolytica strains were first challenged in shake-flask culture for CA production in a glucose-based media under nitrogen-limited conditions.","https://www.ncbi.nlm.nih.gov/pubmed/30945772a3b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/30945772a3b2","strains"
"https://www.ncbi.nlm.nih.gov/pubmed/33880973a7","Additionally, we assessed the relationships between faecal metabolites and markers of metabolic health including fasting glucose, insulin, free fatty acids, insulin resistance (HOMA-IR) and fasting substrate oxidation in 86 individuals with a wide range of body mass index.","https://www.ncbi.nlm.nih.gov/pubmed/33880973a7b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/33880973a7b9","insulin resistance"
"https://www.ncbi.nlm.nih.gov/pubmed/30917691t1","Pan-European Economic Analysis to Identify Cost Savings for the Health Care Systems as a Result of Integrating Glucose Monitoring Based Telemedical Approaches Into Diabetes Management","https://www.ncbi.nlm.nih.gov/pubmed/30917691t1b4","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/30917691t1b6","Diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/30917691t1","Pan-European Economic Analysis to Identify Cost Savings for the Health Care Systems as a Result of Integrating Glucose Monitoring Based Telemedical Approaches Into Diabetes Management","https://www.ncbi.nlm.nih.gov/pubmed/30917691t1b4","Glucose","https://www.ncbi.nlm.nih.gov/pubmed/30917691t1b8","Pan"
"https://www.ncbi.nlm.nih.gov/pubmed/31309910a4","Participants' ((n 51 females): age 23·0 (sd 0·6) years (range 20·0-41·0 years); excluding restrained eaters) sensitivity towards maltodextrin (oral complex carbohydrate) and glucose (sweet taste) was assessed by measuring detection threshold (DT) and suprathreshold intensity perception (ST).","https://www.ncbi.nlm.nih.gov/pubmed/31309910a4b9","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31309910a4b7","sensitivity"
"https://www.ncbi.nlm.nih.gov/pubmed/32578220a7","Fasting blood samples were collected at baseline and 12 weeks, and serum analysed for reproductive hormones, glucose, lipids, insulin sensitivity, thyroid status, adiponectin inflammatory marker and lipopolysaccharide-binding protein (LBP).","https://www.ncbi.nlm.nih.gov/pubmed/32578220a7b6","glucose","https://www.ncbi.nlm.nih.gov/pubmed/32578220a7b9","thyroid"
"https://www.ncbi.nlm.nih.gov/pubmed/31446160a4","Here, we exposed zebrafish to 2% glucose and 10% cholesterol for 19 days to experimentally induce type 2 diabetes (DM) and to assess stress responses, microglia, inflammation and apoptosis.","https://www.ncbi.nlm.nih.gov/pubmed/31446160a4b1","glucose","https://www.ncbi.nlm.nih.gov/pubmed/31446160a4b4","type 2 diabetes"
"https://www.ncbi.nlm.nih.gov/pubmed/30801902a6","Indeed, mainly in vitro studies support a role of vitamin D in regulating glucose and lipid metabolism in several insulin-sensitive tissues including adipose tissue, skeletal muscle, liver, as well as pancreatic insulin secretion.","https://www.ncbi.nlm.nih.gov/pubmed/30801902a6b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/30801902a6b12","sensitive"
"https://www.ncbi.nlm.nih.gov/pubmed/30801902a6","Indeed, mainly in vitro studies support a role of vitamin D in regulating glucose and lipid metabolism in several insulin-sensitive tissues including adipose tissue, skeletal muscle, liver, as well as pancreatic insulin secretion.","https://www.ncbi.nlm.nih.gov/pubmed/30801902a6b4","glucose","https://www.ncbi.nlm.nih.gov/pubmed/30801902a6b13","liver"
